Subject,ChannelIndex,ROI,ClassLabel,TrainAccuracy,FixationAccuracy,EncodingAccuracy,DelayAccuracy
k12wm003,97,R Fusiform Gyrus,3,0.912,0.252,0.742,0.384
k12wm008,7,R Inferior Temporal Gyrus,1,0.658,0.265,0.603,0.384
k12wm008,40,R Insula Lobe,2,0.713,0.459,0.597,0.384
k12wm008,118,L Fusiform Gyrus,4,0.912,0.491,0.686,0.384
k12wm008,74,R Inferior Temporal Gyrus,4,0.671,0.262,0.591,0.383
k12wm011,97,L ACC,3,0.833,0.47,0.671,0.383
k12wm002,46,L Middle Frontal Gyrus,2,0.775,0.382,0.586,0.382
k12wm006,32,L Rolandic Operculum,1,1,0.331,0.743,0.382
k12wm006,47,L SupraMarginal Gyrus,2,0.885,0.296,0.717,0.382
k12wm007,54,L Precentral Gyrus,3,0.692,0.6,0.6,0.382
k12wm008,3,R Hippocampus,4,0.842,0.572,0.625,0.382
k12wm009,42,L IFG (p Triangularis),1,0.711,0.322,0.612,0.382
k12wm009,60,L SupraMarginal Gyrus,2,0.808,0.382,0.745,0.382
k12wm011,92,L Postcentral Gyrus,1,1,0.382,0.7,0.382
k12wm011,61,L Inferior Parietal Lobule,2,0.825,0.25,0.7,0.381
k12wm013,81,R Insula Lobe,4,1,0.238,0.524,0.381
k12wm010,85,L IFG (p Opercularis),2,1,0.227,0.727,0.379
k12wm013,29,L Medial Temporal Pole,1,0.833,0.655,0.69,0.379
k12wm013,41,L ACC,3,0.857,0.483,0.724,0.379
k12wm013,96,R Medial Temporal Pole,1,0.875,0.724,0.69,0.379
k12wm013,96,R Medial Temporal Pole,2,0.938,0.724,0.759,0.379
k12wm008,62,R Inferior Temporal Gyrus,3,0.763,0.282,0.558,0.378
k12wm003,32,L Insula Lobe,1,0.75,0.322,0.637,0.377
k12wm006,37,L Middle Temporal Gyrus,1,1,0.754,0.789,0.377
k12wm007,39,L Insula Lobe,2,0.923,0.358,0.698,0.377
k12wm007,47,L Insula Lobe,1,1,0.226,0.811,0.377
k12wm010,135,R Fusiform Gyrus,3,0.712,0.754,0.569,0.377
k12wm011,125,L IFG (p Triangularis),1,0.808,0.492,0.68,0.377
k12wm008,99,R Insula Lobe,1,0.825,0.369,0.783,0.376
k12wm013,10,L Rolandic Operculum,3,0.929,0.406,0.781,0.375
k12wm013,34,L Inferior Temporal Gyrus,1,0.688,0.656,0.719,0.375
k12wm009,49,L Insula Lobe,1,0.676,0.323,0.523,0.374
k12wm010,139,R Middle Temporal Gyrus,2,0.589,0.318,0.555,0.373
k12wm011,107,L Middle Frontal Gyrus,4,0.671,0.248,0.579,0.372
k12wm008,58,R Fusiform Gyrus,1,0.95,0.321,0.786,0.371
k12wm009,39,L IFG (p Opercularis),1,0.662,0.321,0.557,0.371
k12wm002,25,L Middle Temporal Gyrus,2,0.857,0.661,0.709,0.37
k12wm009,48,L Insula Lobe,1,0.688,0.429,0.578,0.37
k12wm003,99,R Medial Temporal Pole,4,0.776,0.525,0.631,0.369
k12wm008,34,R Insula Lobe,1,0.762,0.255,0.72,0.369
k12wm008,132,L Middle Temporal Gyrus,4,0.675,0.408,0.611,0.369
k12wm011,122,L IFG (p Orbitalis),1,0.779,0.475,0.603,0.369
k12wm003,31,L Insula Lobe,1,0.763,0.389,0.625,0.368
k12wm003,72,R Hippocampus,3,0.724,0.31,0.587,0.368
k12wm008,71,R Inferior Temporal Gyrus,1,0.75,0.263,0.724,0.368
k12wm007,8,L Middle Temporal Gyrus,1,0.818,0.571,0.531,0.367
k12wm008,16,R Inferior Temporal Gyrus,4,0.859,0.671,0.696,0.367
k12wm009,69,R Inferior Temporal Gyrus,1,0.676,0.314,0.549,0.366
k12wm003,97,R Fusiform Gyrus,1,0.724,0.424,0.669,0.364
k12wm007,54,L Precentral Gyrus,1,1,0.418,0.782,0.364
k12wm013,89,R Superior Temporal Gyrus,2,1,0.606,0.818,0.364
k12wm008,128,L Hippocampus,2,0.98,0.267,0.781,0.362
k12wm003,45,L Superior Temporal Gyrus,1,1,0.453,0.805,0.358
k12wm008,40,R Insula Lobe,1,0.8,0.547,0.692,0.358
k12wm009,70,R Inferior Temporal Gyrus,2,0.716,0.331,0.609,0.358
k12wm011,83,L Putamen,1,0.808,0.571,0.708,0.357
k12wm010,47,L IFG (p Triangularis),4,0.919,0.295,0.705,0.356
k12wm013,6,L IFG (p Triangularis),2,1,0.29,0.742,0.355
k12wm013,6,L IFG (p Triangularis),4,0.833,0.258,0.677,0.355
k12wm013,8,L Insula Lobe,1,0.929,0.71,0.677,0.355
k12wm013,16,L Rolandic Operculum,1,0.938,0.452,0.677,0.355
k12wm013,48,L Middle Frontal Gyrus,2,0.875,0.258,0.581,0.355
k12wm006,39,L Middle Temporal Gyrus,2,1,0.44,0.86,0.353
k12wm007,66,L Rectal Gyrus,2,0.909,0.294,0.765,0.353
k12wm009,40,L IFG (p Triangularis),2,0.919,0.301,0.676,0.353
k12wm009,69,R Inferior Temporal Gyrus,2,0.789,0.32,0.621,0.353
k12wm010,61,L IFG (p Opercularis),2,1,0.281,0.763,0.353
k12wm010,101,L Middle Frontal Gyrus,4,0.792,0.308,0.654,0.353
k12wm002,28,L Insula Lobe,2,0.795,0.415,0.711,0.352
k12wm002,36,L IFG (p Opercularis),2,0.724,0.704,0.634,0.352
k12wm007,57,L ACC,3,0.75,0.315,0.685,0.352
k12wm009,62,L Inferior Parietal Lobule,2,0.963,0.444,0.75,0.352
k12wm006,20,L Inferior Temporal Gyrus,2,0.905,0.466,0.736,0.351
k12wm008,9,R Inferior Temporal Gyrus,4,0.676,0.238,0.583,0.351
k12wm010,120,L Superior Temporal Gyrus,1,0.934,0.291,0.851,0.351
k12wm011,155,R Fusiform Gyrus,1,0.681,0.728,0.609,0.351
k12wm003,124,R Superior Temporal Gyrus,2,0.931,0.256,0.829,0.35
k12wm009,39,L IFG (p Opercularis),2,1,0.5,0.75,0.35
k12wm008,22,R ParaHippocampal Gyrus,2,0.722,0.443,0.604,0.349
k12wm009,61,L SupraMarginal Gyrus,1,0.75,0.642,0.642,0.349
k12wm013,131,R ParaHippocampal Gyrus,2,0.929,0.783,0.739,0.348
k12wm007,79,L Fusiform Gyrus,1,1,0.673,0.808,0.346
k12wm010,57,L Insula Lobe,2,0.793,0.235,0.625,0.346
k12wm011,92,L Postcentral Gyrus,3,0.917,0.591,0.718,0.345
k12wm013,14,L Insula Lobe,1,1,0.724,0.759,0.345
k12wm013,91,R Superior Temporal Gyrus,1,1,0.781,0.781,0.344
k12wm013,124,R Superior Temporal Gyrus,3,0.875,0.344,0.656,0.344
k12wm011,143,L Heschls Gyrus,1,1,0.25,0.868,0.342
k12wm008,97,R Middle Frontal Gyrus,2,0.824,0.4,0.741,0.341
k12wm009,61,L SupraMarginal Gyrus,4,0.788,0.358,0.642,0.34
k12wm009,67,R Fusiform Gyrus,1,0.686,0.433,0.624,0.34
k12wm007,89,R Fusiform Gyrus,1,0.929,0.339,0.893,0.339
k12wm008,123,L Middle Temporal Gyrus,4,0.637,0.286,0.584,0.338
k12wm003,41,L Postcentral Gyrus,2,0.887,0.258,0.799,0.333
k12wm007,16,L Middle Temporal Gyrus,4,0.821,0.667,0.63,0.333
k12wm007,64,L IFG (p Triangularis),3,0.786,0.444,0.741,0.333
k12wm008,36,R Superior Temporal Gyrus,1,0.925,0.258,0.792,0.333
k12wm013,133,R Fusiform Gyrus,3,1,0.481,0.593,0.333
k12wm013,136,R Inferior Temporal Gyrus,3,0.9,0.667,0.667,0.333
k12wm013,137,R Inferior Temporal Gyrus,3,0.917,0.533,0.733,0.333
k12wm008,6,R Inferior Temporal Gyrus,4,0.725,0.273,0.63,0.331
k12wm008,17,Right Cerebral White Matter,3,0.821,0.395,0.682,0.331
k12wm009,57,L Superior Temporal Gyrus,2,0.932,0.297,0.786,0.331
k12wm007,8,L Middle Temporal Gyrus,2,0.727,0.224,0.694,0.327
k12wm011,123,L IFG (p Triangularis),1,0.742,0.578,0.681,0.326
k12wm008,37,R Superior Temporal Gyrus,1,0.75,0.268,0.701,0.325
k12wm010,48,L IFG (p Triangularis),4,0.681,0.294,0.643,0.325
k12wm008,49,R Medial Temporal Pole,4,0.671,0.245,0.606,0.323
k12wm013,2,L Insula Lobe,1,1,0.484,0.484,0.323
k12wm013,35,L Inferior Temporal Gyrus,2,0.929,0.645,0.677,0.323
k12wm013,120,R Superior Temporal Gyrus,1,1,0.484,0.839,0.323
k12wm008,3,R Hippocampus,3,0.821,0.276,0.645,0.322
k12wm011,144,L Superior Temporal Gyrus,1,1,0.342,0.829,0.322
k12wm007,40,L Insula Lobe,2,0.893,0.339,0.625,0.321
k12wm007,78,L Fusiform Gyrus,1,0.923,0.698,0.623,0.321
k12wm013,79,L Middle Frontal Gyrus,3,1,0.214,0.786,0.321
k12wm013,134,R Fusiform Gyrus,2,0.786,0.25,0.75,0.321
k12wm008,121,L Inferior Temporal Gyrus,4,0.667,0.253,0.636,0.318
k12wm009,70,R Inferior Temporal Gyrus,1,0.653,0.298,0.517,0.318
k12wm008,36,R Superior Temporal Gyrus,2,0.975,0.264,0.818,0.314
k12wm003,31,L Insula Lobe,2,0.784,0.549,0.646,0.312
k12wm008,28,R Middle Temporal Gyrus,4,0.769,0.306,0.669,0.312
k12wm013,14,L Insula Lobe,4,0.714,0.241,0.759,0.31
k12wm008,35,R Superior Temporal Gyrus,2,1,0.586,0.866,0.306
k12wm007,62,L IFG (p Triangularis),1,0.929,0.589,0.696,0.304
k12wm013,11,L Rolandic Operculum,1,0.938,0.364,0.606,0.303
k12wm010,48,L IFG (p Triangularis),3,0.724,0.254,0.627,0.302
k12wm010,125,L Superior Temporal Gyrus,2,0.957,0.468,0.793,0.297
k12wm008,97,R Middle Frontal Gyrus,4,0.757,0.363,0.711,0.296
k12wm009,62,L Inferior Parietal Lobule,1,0.66,0.38,0.593,0.296
k12wm003,124,R Superior Temporal Gyrus,1,0.839,0.265,0.752,0.291
k12wm008,59,R Fusiform Gyrus,1,0.705,0.468,0.677,0.291
k12wm013,16,L Rolandic Operculum,2,1,0.516,0.806,0.29
k12wm013,119,R Superior Temporal Gyrus,1,0.938,0.258,0.806,0.29
k12wm013,59,L Rectal Gyrus,1,0.833,0.286,0.667,0.286
k12wm013,91,R Superior Temporal Gyrus,2,0.938,0.594,0.844,0.281
k12wm013,65,L IFG (p Orbitalis),3,0.929,0.586,0.724,0.276
k12wm013,111,R Middle Frontal Gyrus,3,0.9,0.69,0.379,0.276
k12wm013,138,R Inferior Temporal Gyrus,2,1,0.483,0.552,0.276
k12wm007,46,L Insula Lobe,2,0.893,0.4,0.782,0.273
k12wm013,122,R Superior Temporal Gyrus,1,1,0.731,0.731,0.269
k12wm013,5,L IFG (p Triangularis),1,1,0.3,0.8,0.267
k12wm008,71,R Inferior Temporal Gyrus,4,0.654,0.276,0.533,0.263
k12wm013,92,R Superior Temporal Gyrus,2,1,0.516,0.839,0.258
k12wm013,119,R Superior Temporal Gyrus,2,1,0.226,0.871,0.258
k12wm008,35,R Superior Temporal Gyrus,1,0.988,0.427,0.873,0.255
k12wm010,119,Left Cerebral White Matter,1,0.882,0.285,0.781,0.255
k12wm010,119,Left Cerebral White Matter,2,0.855,0.226,0.737,0.255
k12wm010,120,L Superior Temporal Gyrus,2,0.783,0.239,0.709,0.254
k12wm013,12,L Precentral Gyrus,2,0.938,0.562,0.906,0.25
k12wm013,0,L Insula Lobe,2,1,0.577,0.808,0.231
k12wm013,122,R Superior Temporal Gyrus,4,0.833,0.346,0.692,0.231
